Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1180        WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [234]
                0.00    0.00       1/1180        ImGui::UpdateInputEvents(bool) [172]
                0.00    0.00       1/1180        ImGui::NewFrame() [34]
                0.00    0.00       1/1180        ImGui::EndFrame() [177]
                0.00    0.00       1/1180        ImGui::CreateContext(ImFontAtlas*) [697]
                0.00    0.00       1/1180        ImDrawList::PathRect(ImVec2 const&, ImVec2 const&, float, int) [237]
                0.00    0.00       1/1180        ImGui::AddDrawListToDrawDataEx(ImDrawData*, ImVector<ImDrawList*>*, ImDrawList*) [183]
                0.00    0.00       1/1180        ImFontAtlas::AddFontFromMemoryCompressedTTF(void const*, int, float, ImFontConfig const*, unsigned short const*) [241]
                0.00    0.00       1/1180        ImFontAtlas::AddFontFromMemoryCompressedBase85TTF(char const*, float, ImFontConfig const*, unsigned short const*) [242]
                0.00    0.00       1/1180        ImFontAtlas::GetTexDataAsRGBA32(unsigned char**, int*, int*, int*) [31]
                0.00    0.00       1/1180        ImFontAtlas::AddCustomRectRegular(int, int) [204]
                0.00    0.00       1/1180        ImFontAtlasBuildPackCustomRects(ImFontAtlas*, void*) [226]
                0.00    0.00       1/1180        ImGui_ImplGlfw_Init(GLFWwindow*, bool, GlfwClientApi) [379]
                0.00    0.00       1/1180        ImGui_ImplOpenGL3_Init(char const*) [296]
                0.00    0.00       2/1180        ImGui::Initialize() [249]
                0.00    0.00       2/1180        ImGui::CreateNewWindowSettings(char const*) [216]
                0.00    0.00       2/1180        ImDrawList::PushClipRect(ImVec2 const&, ImVec2 const&, bool) [134]
                0.00    0.00       2/1180        ImDrawList::PushTextureID(void*) [147]
                0.00    0.00       2/1180        ImDrawList::_ResetForNewFrame() [148]
                0.00    0.00       2/1180        ImFont::GrowIndex(int) [261]
                0.00    0.00       3/1180        ImFontAtlas::AddFont(ImFontConfig const*) [244]
                0.00    0.00       4/1180        ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [205]
                0.00    0.00       6/1180        ImGui::Begin(char const*, bool*, int) [28]
                0.00    0.00       7/1180        ImDrawList::AddDrawCmd() [100]
                0.00    0.00      10/1180        ImFont::AddGlyph(ImFontConfig const*, unsigned short, float, float, float, float, float, float, float, float, float) [129]
                0.00    0.00      37/1180        ImDrawList::PrimReserve(int, int) [98]
                0.00    0.00     214/1180        stbtt__GetGlyphShapeTT(stbtt_fontinfo const*, int, stbtt_vertex**) [128]
                0.00    0.00     866/1180        ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[117]    0.0    0.00    0.00    1180         ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00    1180/1182        MallocWrapper(unsigned long, void*) [116]
-----------------------------------------------
                0.00    0.00       1/1179        ImGui::CreateNewWindowSettings(char const*) [216]
                0.00    0.00       1/1179        WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [234]
                0.00    0.00       1/1179        ImFontAtlas::AddFontFromMemoryCompressedBase85TTF(char const*, float, ImFontConfig const*, unsigned short const*) [242]
                0.00    0.00       1/1179        ImFontAtlasBuildPackCustomRects(ImFontAtlas*, void*) [226]
                0.00    0.00       3/1179        ImFontAtlas::ClearInputData() [240]
                0.00    0.00       6/1179        ImGuiContext::~ImGuiContext() [247]
                0.00    0.00       7/1179        ImDrawList::AddDrawCmd() [100]
                0.00    0.00       7/1179        ImFontAtlas::Clear() [243]
                0.00    0.00       9/1179        ImFont::AddGlyph(ImFontConfig const*, unsigned short, float, float, float, float, float, float, float, float, float) [129]
                0.00    0.00      11/1179        ImDrawList::_ClearFreeMemory() [203]
                0.00    0.00      12/1179        ImGui::Shutdown() [258]
                0.00    0.00      32/1179        ImDrawList::PrimReserve(int, int) [98]
                0.00    0.00    1088/1179        ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[118]    0.0    0.00    0.00    1179         ImGui::MemFree(void*) [118]
-----------------------------------------------
                0.00    0.00     223/892         stbtt__GetGlyphShapeTT(stbtt_fontinfo const*, int, stbtt_vertex**) [128]
                0.00    0.00     669/892         stbtt_GetGlyphBitmapBoxSubpixel.constprop.0 [40]
[119]    0.0    0.00    0.00     892         stbtt__GetGlyfOffset(stbtt_fontinfo const*, int) [119]
-----------------------------------------------
                0.00    0.00     424/424         stbi__parse_png_file(stbi__png*, int, int) [191]
[120]    0.0    0.00    0.00     424         stbi__get16be(stbi__context*) [120]
                0.00    0.00      13/39          stbi__stdio_read(void*, char*, int) [158]
-----------------------------------------------
                0.00    0.00      21/414         std::vector<Game, std::allocator<Game> >::push_back(Game const&) [1308]
                0.00    0.00      37/414         void std::vector<Game, std::allocator<Game> >::_M_realloc_insert<Game const&>(__gnu_cxx::__normal_iterator<Game*, std::vector<Game, std::allocator<Game> > >, Game const&) [1307]
                0.00    0.00      89/414         thread_func_minimax(int, Game&, Move, std::mutex*, int*, int*, Move*) [1]
                0.00    0.00     267/414         std::future<decltype ({parm#1}(0, {parm#2}...))> ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&) [132]
[121]    0.0    0.00    0.00     414         Game::Game(Game const&) [121]
-----------------------------------------------
                0.00    0.00       1/335         ImGui_ImplGlfw_InstallCallbacks(GLFWwindow*) [227]
                0.00    0.00       1/335         ImGui_ImplGlfw_Init(GLFWwindow*, bool, GlfwClientApi) [379]
                0.00    0.00       1/335         ImGui_ImplGlfw_RestoreCallbacks(GLFWwindow*) [228]
                0.00    0.00       1/335         ImGui_ImplOpenGL3_Init(char const*) [296]
                0.00    0.00       2/335         ImGui_ImplGlfw_CursorEnterCallback(GLFWwindow*, int) [329]
                0.00    0.00       2/335         ImGui_ImplGlfw_WindowFocusCallback(GLFWwindow*, int) [331]
                0.00    0.00       2/335         ImGui_ImplGlfw_Shutdown() [301]
                0.00    0.00       2/335         CheckShader(unsigned int, char const*) [201]
                0.00    0.00       2/335         ImGui_ImplOpenGL3_CreateFontsTexture() [29]
                0.00    0.00       2/335         ImGui_ImplOpenGL3_CreateDeviceObjects() [32]
                0.00    0.00       2/335         ImGui_ImplOpenGL3_Shutdown() [310]
                0.00    0.00       3/335         ImGui_ImplOpenGL3_DestroyDeviceObjects() [229]
                0.00    0.00       4/335         ImGui_ImplGlfw_CursorPosCallback(GLFWwindow*, double, double) [323]
                0.00    0.00      31/335         ImGui_ImplOpenGL3_SetupRenderState(ImDrawData*, int, int, unsigned int) [162]
                0.00    0.00      31/335         ImGui_ImplOpenGL3_RenderDrawData(ImDrawData*) [324]
                0.00    0.00      31/335         ImGui_ImplOpenGL3_NewFrame() [309]
                0.00    0.00     217/335         ImGui_ImplGlfw_NewFrame() [300]
[122]    0.0    0.00    0.00     335         ImGui::GetIO() [122]
-----------------------------------------------
                0.00    0.00     272/272         ImGui::NavUpdate() [178]
[123]    0.0    0.00    0.00     272         ImGui::IsKeyPressed(ImGuiKey, unsigned int, int) [123]
-----------------------------------------------
                0.00    0.00     250/250         call_minimax_fast(Game&) [22]
[124]    0.0    0.00    0.00     250         std::__future_base::_State_baseV2::_M_complete_async() [124]
-----------------------------------------------
                0.00    0.00     250/250         call_minimax_fast(Game&) [22]
[125]    0.0    0.00    0.00     250         std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [125]
-----------------------------------------------
                0.00    0.00     248/248         call_minimax_fast(Game&) [22]
[126]    0.0    0.00    0.00     248         std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [126]
-----------------------------------------------
                0.00    0.00     246/246         call_minimax_fast(Game&) [22]
[127]    0.0    0.00    0.00     246         std::__future_base::_Result<void>::~_Result() [127]
-----------------------------------------------
                0.00    0.00     223/223         ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[128]    0.0    0.00    0.00     223         stbtt__GetGlyphShapeTT(stbtt_fontinfo const*, int, stbtt_vertex**) [128]
                0.00    0.00    3161/15590       stbtt__close_shape(stbtt_vertex*, int, int, int, int, int, int, int, int, int) [96]
                0.00    0.00     223/892         stbtt__GetGlyfOffset(stbtt_fontinfo const*, int) [119]
                0.00    0.00     214/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00     223/223         ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[129]    0.0    0.00    0.00     223         ImFont::AddGlyph(ImFontConfig const*, unsigned short, float, float, float, float, float, float, float, float, float) [129]
                0.00    0.00      10/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       9/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       9/1179        ImGui::MemFree(void*) [118]
-----------------------------------------------
                                 648             stbtt__sort_edges_quicksort(stbtt__edge*, int) [130]
                0.00    0.00     214/214         ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[130]    0.0    0.00    0.00     214+648     stbtt__sort_edges_quicksort(stbtt__edge*, int) [130]
                                 648             stbtt__sort_edges_quicksort(stbtt__edge*, int) [130]
-----------------------------------------------
                0.00    0.00       1/201         ImGui_ImplGlfw_CursorEnterCallback(GLFWwindow*, int) [329]
                0.00    0.00       1/201         ImGui_ImplGlfw_WindowFocusCallback(GLFWwindow*, int) [331]
                0.00    0.00       1/201         ImGui_ImplGlfw_InstallCallbacks(GLFWwindow*) [227]
                0.00    0.00       1/201         ImGui_ImplGlfw_RestoreCallbacks(GLFWwindow*) [228]
                0.00    0.00       1/201         ImGui_ImplGlfw_Shutdown() [301]
                0.00    0.00       1/201         ImGui_ImplOpenGL3_CreateFontsTexture() [29]
                0.00    0.00       1/201         ImGui_ImplOpenGL3_Shutdown() [310]
                0.00    0.00       2/201         ImGui_ImplGlfw_CursorPosCallback(GLFWwindow*, double, double) [323]
                0.00    0.00       2/201         CheckShader(unsigned int, char const*) [201]
                0.00    0.00       2/201         ImGui_ImplOpenGL3_CreateDeviceObjects() [32]
                0.00    0.00       2/201         ImGui_ImplOpenGL3_DestroyDeviceObjects() [229]
                0.00    0.00      31/201         ImGui_ImplOpenGL3_SetupRenderState(ImDrawData*, int, int, unsigned int) [162]
                0.00    0.00      31/201         ImGui_ImplOpenGL3_RenderDrawData(ImDrawData*) [324]
                0.00    0.00      31/201         ImGui_ImplOpenGL3_NewFrame() [309]
                0.00    0.00      93/201         ImGui_ImplGlfw_NewFrame() [300]
[131]    0.0    0.00    0.00     201         ImGui::GetCurrentContext() [131]
-----------------------------------------------
                0.00    0.00     129/129         call_minimax_fast(Game&) [22]
[132]    0.0    0.00    0.00     129         std::future<decltype ({parm#1}(0, {parm#2}...))> ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&) [132]
                0.00    0.00     267/414         Game::Game(Game const&) [121]
                0.00    0.00       6/77          std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [141]
                0.00    0.00       6/73          std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [143]
-----------------------------------------------
                0.00    0.00     124/124         ImGui::Begin(char const*, bool*, int) [28]
[133]    0.0    0.00    0.00     124         CalcWindowSizeAfterConstraint(ImGuiWindow*, ImVec2 const&) [133]
-----------------------------------------------
                0.00    0.00     124/124         ImGui::Begin(char const*, bool*, int) [28]
[134]    0.0    0.00    0.00     124         ImDrawList::PushClipRect(ImVec2 const&, ImVec2 const&, bool) [134]
                0.00    0.00       2/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00     124/124         ImGui::Begin(char const*, bool*, int) [28]
[135]    0.0    0.00    0.00     124         ImDrawList::_OnChangedClipRect() [135]
-----------------------------------------------
                0.00    0.00     112/112         call_minimax_fast(Game&) [22]
[136]    0.0    0.00    0.00     112         std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [136]
-----------------------------------------------
                0.00    0.00     112/112         call_minimax_fast(Game&) [22]
[137]    0.0    0.00    0.00     112         std::_Sp_counted_ptr_inplace<std::atomic<bool>, std::allocator<std::atomic<bool> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [137]
-----------------------------------------------
                0.00    0.00      31/93          ImGui::EndFrame() [177]
                0.00    0.00      62/93          ImGui::Begin(char const*, bool*, int) [28]
[138]    0.0    0.00    0.00      93         SetCurrentWindow(ImGuiWindow*) [138]
-----------------------------------------------
                0.00    0.00      77/77          std::_Function_handler<void (int), ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}>::_M_invoke(std::_Any_data const&, int&&) [140]
[139]    0.0    0.00    0.00      77         std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> > const&, std::_Manager_operation) [139]
-----------------------------------------------
                0.00    0.00      77/77          ctpl::thread_pool::set_thread(int)::{lambda()#1}::operator()() const [1314]
[140]    0.0    0.00    0.00      77         std::_Function_handler<void (int), ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}>::_M_invoke(std::_Any_data const&, int&&) [140]
                0.00    0.00      77/77          std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> >::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<void (*(std::_Placeholder<1>, Game, Move, std::mutex*, int*, int*, Move*))(int, Game&, Move, std::mutex*, int*, int*, Move*)>, std::allocator<int>, void (int)>::_M_run(int&&)::{lambda()#1}, void> > const&, std::_Manager_operation) [139]
-----------------------------------------------
                0.00    0.00       6/77          std::future<decltype ({parm#1}(0, {parm#2}...))> ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&) [132]
                0.00    0.00      71/77          std::_Function_base::_Base_manager<ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}> const&, std::_Manager_operation) [142]
[141]    0.0    0.00    0.00      77         std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [141]
-----------------------------------------------
                0.00    0.00      73/73          ctpl::thread_pool::set_thread(int)::{lambda()#1}::operator()() const [1314]
[142]    0.0    0.00    0.00      73         std::_Function_base::_Base_manager<ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}> const&, std::_Manager_operation) [142]
                0.00    0.00      71/77          std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [141]
                0.00    0.00      67/73          std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [143]
-----------------------------------------------
                0.00    0.00       6/73          std::future<decltype ({parm#1}(0, {parm#2}...))> ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&) [132]
                0.00    0.00      67/73          std::_Function_base::_Base_manager<ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<ctpl::thread_pool::push<void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*, int*, int*, Move*>(void (&)(int, Game&, Move, std::mutex*, int*, int*, Move*), Game&, Move&, std::mutex*&&, int*&&, int*&&, Move*&&)::{lambda(int)#1}> const&, std::_Manager_operation) [142]
[143]    0.0    0.00    0.00      73         std::_Sp_counted_ptr_inplace<std::packaged_task<void (int)>, std::allocator<std::packaged_task<void (int)> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [143]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::EndFrame() [177]
[144]    0.0    0.00    0.00      62         AddWindowToSortBuffer(ImVector<ImGuiWindow*>*, ImGuiWindow*) [144]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::Begin(char const*, bool*, int) [28]
[145]    0.0    0.00    0.00      62         CalcNextScrollFromScrollTargetAndClamp(ImGuiWindow*) [145]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::End() [176]
[146]    0.0    0.00    0.00      62         ImDrawList::PopClipRect() [146]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::Begin(char const*, bool*, int) [28]
[147]    0.0    0.00    0.00      62         ImDrawList::PushTextureID(void*) [147]
                0.00    0.00       2/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::Begin(char const*, bool*, int) [28]
[148]    0.0    0.00    0.00      62         ImDrawList::_ResetForNewFrame() [148]
                0.00    0.00       2/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::End() [176]
[149]    0.0    0.00    0.00      62         ImGuiStackSizes::CompareWithContextState(ImGuiContext*) [149]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::Begin(char const*, bool*, int) [28]
[150]    0.0    0.00    0.00      62         ImGuiMenuColumns::Update(float, bool) [150]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::Begin(char const*, bool*, int) [28]
[151]    0.0    0.00    0.00      62         ImGui::FindWindowByName(char const*) [151]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::Begin(char const*, bool*, int) [28]
[152]    0.0    0.00    0.00      62         ImGui::UpdateWindowParentAndRootLinks(ImGuiWindow*, int, ImGuiWindow*) [152]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::NavUpdate() [178]
[153]    0.0    0.00    0.00      62         ImGui::Shortcut(int, unsigned int, int) [153]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::End() [176]
[154]    0.0    0.00    0.00      62         ImGui::LogFinish() [154]
-----------------------------------------------
                0.00    0.00      62/62          ImGui::Begin(char const*, bool*, int) [28]
[155]    0.0    0.00    0.00      62         ImGui::UpdateWindowManualResize(ImGuiWindow*, ImVec2 const&, int*, int, unsigned int*, ImRect const&) [155]
-----------------------------------------------
                0.00    0.00      52/52          stbi__parse_png_file(stbi__png*, int, int) [191]
[156]    0.0    0.00    0.00      52         stbi__get8(stbi__context*) [156]
-----------------------------------------------
                0.00    0.00      39/39          stbi__parse_png_file(stbi__png*, int, int) [191]
[157]    0.0    0.00    0.00      39         stbi__get32be(stbi__context*) [157]
-----------------------------------------------
                0.00    0.00      13/39          stbi__getn(stbi__context*, unsigned char*, int) [188]
                0.00    0.00      13/39          stbi__get16be(stbi__context*) [120]
                0.00    0.00      13/39          LoadTextureFromFile(char const*, unsigned int*, int*, int*) [293]
[158]    0.0    0.00    0.00      39         stbi__stdio_read(void*, char*, int) [158]
-----------------------------------------------
                0.00    0.00      36/36          stbi__parse_png_file(stbi__png*, int, int) [191]
[159]    0.0    0.00    0.00      36         glfw_error_callback(int, char const*) [159]
-----------------------------------------------
                0.00    0.00      32/32          Game::Game() [537]
[160]    0.0    0.00    0.00      32         Piece::Piece(unsigned char, bool, unsigned char, unsigned char) [160]
-----------------------------------------------
                0.00    0.00      32/32          Game::Game() [537]
[161]    0.0    0.00    0.00      32         Piece::Piece() [161]
-----------------------------------------------
                0.00    0.00      31/31          ImGui_ImplOpenGL3_RenderDrawData(ImDrawData*) [324]
[162]    0.0    0.00    0.00      31         ImGui_ImplOpenGL3_SetupRenderState(ImDrawData*, int, int, unsigned int) [162]
                0.00    0.00      31/201         ImGui::GetCurrentContext() [131]
                0.00    0.00      31/335         ImGui::GetIO() [122]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::RenderTextClippedEx(ImDrawList*, ImVec2 const&, ImVec2 const&, char const*, char const*, ImVec2 const*, ImVec2 const&, ImRect const*) [38]
[163]    0.0    0.00    0.00      31         ImDrawList::AddText(ImFont const*, float, ImVec2 const&, unsigned int, char const*, char const*, float, ImVec4 const*) [163]
                0.00    0.00      31/31          ImFont::RenderText(ImDrawList*, float, ImVec2 const&, unsigned int, ImVec4 const&, char const*, char const*, float, bool) const [179]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::NewFrame() [34]
[164]    0.0    0.00    0.00      31         ImDrawListSharedData::SetCircleTessellationMaxError(float) [164]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::CollapseButton(unsigned int, ImVec2 const&) [169]
[165]    0.0    0.00    0.00      31         ImGui::RenderArrow(ImDrawList*, ImVec2, unsigned int, int, float) [165]
                0.00    0.00      31/6079        ImDrawList::PrimReserve(int, int) [98]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::CollapseButton(unsigned int, ImVec2 const&) [169]
[166]    0.0    0.00    0.00      31         ImGui::IsItemActive() [166]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::Begin(char const*, bool*, int) [28]
[167]    0.0    0.00    0.00      31         ImGui::GetIDWithSeed(int, unsigned int) [167]
                0.00    0.00      31/2020        ImHashStr(char const*, unsigned long, unsigned int) [105]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::Begin(char const*, bool*, int) [28]
[168]    0.0    0.00    0.00      31         ImGui::SetWindowSize(ImGuiWindow*, ImVec2 const&, int) [168]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::Begin(char const*, bool*, int) [28]
[169]    0.0    0.00    0.00      31         ImGui::CollapseButton(unsigned int, ImVec2 const&) [169]
                0.00    0.00      62/2046        ImGui::GetColorU32(int, float) [104]
                0.00    0.00      31/2015        ImGui::ItemAdd(ImRect const&, unsigned int, ImRect const*, int) [108]
                0.00    0.00      31/2015        ImGui::ButtonBehavior(ImRect const&, unsigned int, bool*, bool*, int) [107]
                0.00    0.00      31/31          ImGui::RenderArrow(ImDrawList*, ImVec2, unsigned int, int, float) [165]
                0.00    0.00      31/31          ImGui::IsItemActive() [166]
-----------------------------------------------
                0.00    0.00      31/31          ImGui_ImplGlfw_NewFrame() [300]
[170]    0.0    0.00    0.00      31         ImGui::GetMouseCursor() [170]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::NewFrame() [34]
[171]    0.0    0.00    0.00      31         ImGui::SetCurrentFont(ImFont*) [171]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::NewFrame() [34]
[172]    0.0    0.00    0.00      31         ImGui::UpdateInputEvents(bool) [172]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::EndFrame() [177]
[173]    0.0    0.00    0.00      31         ImGui::UpdateMouseMovingWindowEndFrame() [173]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::NewFrame() [34]
[174]    0.0    0.00    0.00      31         ImGui::UpdateMouseMovingWindowNewFrame() [174]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::NewFrame() [34]
[175]    0.0    0.00    0.00      31         ImGui::UpdateHoveredWindowAndCaptureFlags() [175]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::EndFrame() [177]
[176]    0.0    0.00    0.00      31         ImGui::End() [176]
                0.00    0.00      62/62          ImDrawList::PopClipRect() [146]
                0.00    0.00      62/62          ImGuiStackSizes::CompareWithContextState(ImGuiContext*) [149]
                0.00    0.00      62/62          ImGui::LogFinish() [154]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::Render() [1152]
[177]    0.0    0.00    0.00      31         ImGui::EndFrame() [177]
                0.00    0.00      62/62          AddWindowToSortBuffer(ImVector<ImGuiWindow*>*, ImGuiWindow*) [144]
